Emojis_1_Image1.jpeg,219,0,425,124,sad
Emojis_1_Image2.jpeg,59,51,242,234,angry
Emojis_1_Image3.jpeg,287,171,375,265,angry
Emojis_1_Image4.jpeg,288,463,417,592,wow
Emojis_1_Image5.jpeg,20,0,172,133,angry
Emojis_1_Image6.jpeg,346,118,424,215,care
Emojis_1_Image7.jpeg,39,43,208,212,like
Emojis_1_Image8.jpeg,234,258,362,386,angry
Emojis_1_Image9.jpeg,399,151,505,257,wow
Emojis_1_Image10.jpeg,325,0,463,73,love
Emojis_1_Image11.jpeg,34,317,198,481,care
Emojis_1_Image12.jpeg,207,31,329,153,love
Emojis_1_Image13.jpeg,0,3,146,175,love
Emojis_1_Image14.jpeg,484,157,561,234,sad
Emojis_1_Image15.jpeg,271,9,320,103,love
Emojis_1_Image16.jpeg,489,354,601,466,care
Emojis_1_Image17.jpeg,491,109,612,286,love
Emojis_1_Image18.jpeg,0,0,149,138,like
Emojis_1_Image19.jpeg,127,112,255,240,sad
Emojis_1_Image20.jpeg,473,75,560,162,like
Emojis_1_Image21.jpeg,452,233,607,388,care
Emojis_1_Image22.jpeg,562,0,640,100,sad
Emojis_1_Image23.jpeg,487,226,575,314,wow
Emojis_1_Image24.jpeg,462,171,567,276,angry
Emojis_1_Image25.jpeg,564,8,640,122,wow
Emojis_1_Image26.jpeg,251,228,338,315,wow
Emojis_1_Image27.jpeg,22,0,119,69,care
Emojis_1_Image28.jpeg,138,5,270,137,wow
Emojis_1_Image29.jpeg,262,268,411,417,like
Emojis_1_Image30.jpeg,295,158,480,343,haha
Emojis_1_Image31.jpeg,417,224,500,348,love
Emojis_1_Image32.jpeg,91,304,210,366,sad
Emojis_1_Image33.jpeg,502,130,637,265,haha
Emojis_1_Image34.jpeg,238,204,369,335,wow
Emojis_1_Image35.jpeg,133,427,289,583,care
Emojis_1_Image36.jpeg,0,198,87,319,angry
Emojis_1_Image37.jpeg,0,352,134,566,love
Emojis_1_Image38.jpeg,249,201,415,367,care
Emojis_1_Image39.jpeg,472,323,583,384,sad
Emojis_1_Image40.jpeg,306,250,389,333,angry
Emojis_1_Image41.jpeg,0,109,114,236,haha
Emojis_1_Image42.jpeg,500,362,600,425,love
Emojis_1_Image43.jpeg,228,380,351,503,like
Emojis_1_Image44.jpeg,431,0,500,56,love
Emojis_1_Image45.jpeg,351,128,514,291,angry
Emojis_1_Image46.jpeg,51,0,198,113,wow
Emojis_1_Image47.jpeg,545,261,640,362,love
Emojis_1_Image48.jpeg,323,0,449,92,haha
Emojis_1_Image49.jpeg,45,541,215,640,love
Emojis_1_Image50.jpeg,505,149,640,314,wow
Emojis_1_Image51.jpeg,180,175,298,293,care
Emojis_1_Image52.jpeg,167,0,244,56,care
Emojis_1_Image53.jpeg,272,481,401,610,care
Emojis_1_Image54.jpeg,166,28,252,114,wow
Emojis_1_Image55.jpeg,210,0,283,67,like
Emojis_1_Image56.jpeg,550,335,640,428,haha
Emojis_1_Image57.jpeg,209,461,320,531,care
Emojis_1_Image58.jpeg,203,205,342,344,care
Emojis_1_Image59.jpeg,376,220,504,348,sad
Emojis_1_Image60.jpeg,492,64,634,206,care
Emojis_1_Image61.jpeg,336,8,409,81,sad
Emojis_1_Image62.jpeg,0,0,60,78,care
Emojis_1_Image63.jpeg,318,294,417,361,sad
Emojis_1_Image64.jpeg,260,275,343,358,care
Emojis_1_Image65.jpeg,284,56,412,184,haha
Emojis_1_Image66.jpeg,131,262,222,353,angry
Emojis_1_Image67.jpeg,411,183,588,360,sad
Emojis_1_Image68.jpeg,121,240,248,367,haha
Emojis_1_Image69.jpeg,55,61,166,172,angry
Emojis_1_Image70.jpeg,454,68,586,200,love
Emojis_1_Image71.jpeg,362,296,494,428,angry
Emojis_1_Image72.jpeg,393,114,480,201,wow
Emojis_1_Image73.jpeg,411,0,536,93,haha
Emojis_1_Image74.jpeg,112,8,274,170,sad
Emojis_1_Image75.jpeg,106,0,295,181,wow
Emojis_1_Image76.jpeg,148,274,289,375,wow
Emojis_1_Image77.jpeg,373,13,486,126,angry
Emojis_1_Image78.jpeg,20,15,174,169,love
Emojis_1_Image79.jpeg,19,171,173,325,wow
Emojis_1_Image80.jpeg,38,128,282,372,angry
Emojis_1_Image81.jpeg,32,371,194,533,like
Emojis_1_Image82.jpeg,38,159,155,276,care
Emojis_1_Image83.jpeg,552,214,640,323,love
Emojis_1_Image84.jpeg,160,334,266,440,care
Emojis_1_Image85.jpeg,297,470,495,612,haha
Emojis_1_Image86.jpeg,149,319,260,426,sad
Emojis_1_Image87.jpeg,121,425,331,635,love
Emojis_1_Image88.jpeg,325,421,432,480,like
Emojis_1_Image89.jpeg,0,340,130,427,haha
Emojis_1_Image90.jpeg,101,37,197,133,sad
Emojis_1_Image91.jpeg,284,398,419,533,wow
Emojis_1_Image92.jpeg,196,207,336,347,haha
Emojis_1_Image93.jpeg,502,226,614,338,care
Emojis_1_Image94.jpeg,0,435,179,633,love
Emojis_1_Image95.jpeg,0,371,94,480,love
Emojis_1_Image96.jpeg,536,220,640,354,care
Emojis_1_Image97.jpeg,329,0,466,85,love
Emojis_1_Image98.jpeg,326,28,545,247,sad
Emojis_1_Image99.jpeg,534,180,640,325,care
Emojis_1_Image100.jpeg,416,88,536,208,like
Emojis_1_Image101.jpeg,264,137,359,232,love
Emojis_1_Image102.jpeg,322,0,435,60,care
Emojis_1_Image103.jpeg,412,108,612,347,wow
Emojis_1_Image104.jpeg,56,341,187,472,angry
Emojis_1_Image105.jpeg,369,19,454,104,love
Emojis_1_Image106.jpeg,189,0,322,70,love
Emojis_1_Image107.jpeg,530,27,640,175,angry
Emojis_1_Image108.jpeg,51,230,251,430,sad
Emojis_1_Image109.jpeg,114,62,226,174,care
Emojis_1_Image110.jpeg,355,125,500,274,love
Emojis_1_Image111.jpeg,505,86,612,193,angry
Emojis_1_Image112.jpeg,152,8,303,159,sad
Emojis_1_Image113.jpeg,306,486,455,635,haha
Emojis_1_Image114.jpeg,0,171,60,283,wow
Emojis_1_Image115.jpeg,5,0,170,133,wow
Emojis_1_Image116.jpeg,225,276,333,405,sad
Emojis_1_Image117.jpeg,334,239,431,336,angry
Emojis_1_Image118.jpeg,516,0,638,79,care
Emojis_1_Image119.jpeg,125,459,265,599,haha
Emojis_1_Image120.jpeg,138,465,267,594,sad
Emojis_1_Image121.jpeg,129,86,250,207,angry
Emojis_1_Image122.jpeg,206,61,327,182,sad
Emojis_1_Image123.jpeg,196,64,314,182,wow
Emojis_1_Image124.jpeg,348,165,460,277,wow
Emojis_1_Image125.jpeg,162,170,289,297,haha
Emojis_1_Image126.jpeg,200,206,316,322,care
Emojis_1_Image127.jpeg,147,220,253,326,like
Emojis_1_Image128.jpeg,188,35,294,141,love
Emojis_1_Image129.jpeg,335,191,453,309,haha
Emojis_1_Image130.jpeg,0,199,61,312,like
Emojis_1_Image131.jpeg,338,70,437,169,sad
Emojis_1_Image132.jpeg,532,66,640,198,wow
Emojis_1_Image133.jpeg,337,0,470,95,wow
Emojis_1_Image134.jpeg,5,50,128,173,haha
Emojis_1_Image135.jpeg,80,162,185,267,love
Emojis_1_Image136.jpeg,214,0,347,68,like
Emojis_1_Image137.jpeg,267,163,354,250,like
Emojis_1_Image138.jpeg,168,388,297,480,wow
Emojis_1_Image139.jpeg,4,102,147,245,angry
Emojis_1_Image140.jpeg,193,33,296,136,angry
Emojis_1_Image141.jpeg,553,240,640,338,haha
Emojis_1_Image142.jpeg,391,154,480,275,love
Emojis_1_Image143.jpeg,541,79,640,229,love
Emojis_1_Image144.jpeg,141,155,239,253,angry
Emojis_1_Image145.jpeg,79,17,246,184,angry
Emojis_1_Image146.jpeg,0,50,82,197,love
Emojis_1_Image147.jpeg,93,58,195,160,wow
Emojis_1_Image148.jpeg,506,65,640,219,haha
Emojis_1_Image149.jpeg,0,203,137,348,care
Emojis_1_Image150.jpeg,314,446,404,561,wow
Emojis_1_Image151.jpeg,270,155,384,269,haha
Emojis_1_Image152.jpeg,0,412,72,480,sad
Emojis_1_Image153.jpeg,0,200,114,341,love
Emojis_1_Image154.jpeg,178,175,265,262,love
Emojis_1_Image155.jpeg,313,368,427,529,like
Emojis_1_Image156.jpeg,271,324,393,427,wow
Emojis_1_Image157.jpeg,500,162,640,339,haha
Emojis_1_Image158.jpeg,280,178,454,352,love
Emojis_1_Image159.jpeg,464,261,583,380,love
Emojis_1_Image160.jpeg,351,26,455,130,haha
Emojis_1_Image161.jpeg,188,110,289,211,love
Emojis_1_Image162.jpeg,114,0,290,160,care
Emojis_1_Image163.jpeg,136,0,220,67,haha
Emojis_1_Image164.jpeg,125,49,259,183,love
