URL,Image Name,Caption,Inset
https://timesofmalta.com/articles/view/frustrated-residents-assured-prominent-gzira-road-completed-october.1049503,img00000.jpeg,"The road remains unfinished, with public works blaming the contractor. Photo: Matthew Mirabelli",False
https://timesofmalta.com/articles/view/frustrated-residents-assured-prominent-gzira-road-completed-october.1049503,img00001.jpeg,Labour mayor Conrad Borg Manche addressing residents on Monday night's protest. Photo: Matthew Mirabelli,False
https://timesofmalta.com/articles/view/frustrated-residents-assured-prominent-gzira-road-completed-october.1049503,img00002.jpeg,Protesters gathered on Monday night to demand the refurbishment of a road in Gżira. Photo: Matthew Mirabelli,False
https://timesofmalta.com/articles/view/fire-destroys-mini-bus-mellieha-bypass.1049497,img00003.jpg,Photo: Philip Jackson.,False
https://timesofmalta.com/articles/view/fire-destroys-mini-bus-mellieha-bypass.1049497,img00004.jpeg,A fire engine putting out the fire which destroyed a minibus on Tuesday morning. Photo: Philip Jackson,False
https://timesofmalta.com/articles/view/today-front-pages-august-15-2023.1049467,img00005.jpeg,Malta's daily newspapers. ,False
https://timesofmalta.com/articles/view/catania-airport-reopens-passengers-fume-airline-treatment.1049464,img00006.jpg,Mechanised equipment clearing volcanic ash from a Catania airport runway. Photo: Facebook/Catania airport,False
https://timesofmalta.com/articles/view/river-love-founder-seeks-extend-ghaxaq-worship-venue.1049413,img00007.jpg,"The existing River of Love place of worship in Gondolier Hall, Triq Ħal Tarxien. Photo: Chris Sant Fournier ",False
https://timesofmalta.com/articles/view/why-treated-like-cockroaches-gzira-residents-decry-stalled-roadworks.1049452,img00008.jpg,Mayor Conrad Borg Manche. Photo: Matthew Mirabelli,False
https://timesofmalta.com/articles/view/why-treated-like-cockroaches-gzira-residents-decry-stalled-roadworks.1049452,img00009.jpg,Residents gathered in protest in front of the parish church. Photo: Matthew Mirabelli,False
https://timesofmalta.com/articles/view/why-treated-like-cockroaches-gzira-residents-decry-stalled-roadworks.1049452,img00010.jpg,Resident Mark Vella. Photo: Matthew Mirabelli,False
https://timesofmalta.com/articles/view/why-treated-like-cockroaches-gzira-residents-decry-stalled-roadworks.1049452,img00011.jpg,Roadworks on Triq Manoel De Vilhena have been ongoing for nearly a year. Photo: Matthew Mirabelli,False
https://timesofmalta.com/articles/view/watch-etna-eruption-forces-catania-airport-closure-air-malta.1049449,img00012.jpg,Still from AFP footage of Mount Etna erupting.,False
https://timesofmalta.com/articles/view/two-years-prison-man-robbed-cab-driver-knifepoint.1049419,img00013.jpeg,The man was sentenced to two years in prison on Saturday. File photo: Matthew Mirabelli.,False
https://timesofmalta.com/articles/view/ghaxaq-fireworks-factory-vies-light-sky-two-national-records.1049407,img00014.jpg,The Santa Marija fireworks factory will look to have two national records to its name on Monday evening Photo: Jonathan Borg,False
https://timesofmalta.com/articles/view/ghaxaq-fireworks-factory-vies-light-sky-two-national-records.1049407,img00015.jpg,A ground fireworks display will begin at 11.30 pm Photo: Jonathan Borg,False
https://timesofmalta.com/articles/view/ghaxaq-fireworks-factory-vies-light-sky-two-national-records.1049407,img00016.jpg,Għaxaq is one of several localities celebrating the Santa Marija feast this week Photo: Jonathan Borg,False
https://timesofmalta.com/articles/view/ghaxaq-fireworks-factory-vies-light-sky-two-national-records.1049407,img00017.jpeg,All is set for Monday night's fire works display Photo: Jonathan Borg,False
https://timesofmalta.com/articles/view/jordan-azzopardi-spared-girlfriend-drops-domestic-violence-charges.1049410,img00018.jpg,Jordan Azzopardi (inset) is a notorious figure at the law courts. ,True
https://timesofmalta.com/articles/view/motorcyclist-grievously-injured-gudja-crash.1049401,img00019.jpg,File photo: Times of Malta,False
https://timesofmalta.com/articles/view/host-condemns-bullying-contestants-ridiculed-birgubomb-howler.1049392,img00020.jpg,Presenter Etienne Schembri (inset) called out the bullying after a video clip shows two contestants name the Maltese city instead of Hiroshima and Nagasaki. Photo: Matthew Mirabelli/Wonderball/Shutterstock,True
https://timesofmalta.com/articles/view/watch-32-loggerhead-turtles-hatch-gozo.1049362,img00021.jpeg,On its way - one of the turtle hatchlings in Gozo. ,False
https://timesofmalta.com/articles/view/santa-marija-expected-make-slow-start-gozo-tourism.1049293,img00022.jpeg,Participants in an online survey believed the island is losing its charm and characteristics to overdevelopment. Photo: Matthew Mirabelli,False
https://timesofmalta.com/articles/view/qala-council-backs-call-hondoq-expropriated-turned-park-pn.1049383,img00023.jpeg,The RO plant in the inner part of Ħondoq beach.,False
https://timesofmalta.com/articles/view/qala-council-backs-call-hondoq-expropriated-turned-park-pn.1049383,img00024.jpeg,"The Hondoq site incudes a small sandy beach, a quay, a large building hosting an RO water plant and a long-disused quarry.",False
https://timesofmalta.com/articles/view/environment-ngo-files-formal-objection-birkirkara-hotel-project.1049374,img00025.jpg,The proposed hotel will transform a palazzo next to St Helen’s basilica.,False
