URL,Article Name,Author,Date,Categories,Images
https://timesofmalta.com/articles/view/frustrated-residents-assured-prominent-gzira-road-completed-october.1049503,Frustrated residents assured prominent Gżira road will be completed by October,Daniel Ellul,14-Aug-2023,"National,Gżira,Infrastructure,Roads","img00000.jpeg,img00001.jpeg,img00002.jpeg"
https://timesofmalta.com/articles/view/fire-destroys-mini-bus-mellieha-bypass.1049497,Fire destroys mini bus on the Mellieħa by-pass,Times of Malta,15-Aug-2023,"National,Mellieħa,Traffic","img00003.jpg,img00004.jpeg"
https://timesofmalta.com/articles/view/today-front-pages-august-15-2023.1049467,"Today's front pages - August 15, 2023",Times of Malta,15-Aug-2023,"National,Media",img00005.jpeg
https://timesofmalta.com/articles/view/catania-airport-reopens-passengers-fume-airline-treatment.1049464,Catania airport reopens as passengers fume over airline's treatment,Times of Malta,15-Aug-2023,"National,Travel,Air Malta",img00006.jpg
https://timesofmalta.com/articles/view/river-love-founder-seeks-extend-ghaxaq-worship-venue.1049413,River of Love founder seeks to extend Għaxaq worship venue,Matthew Xuereb,15-Aug-2023,"National,Construction,Religion",img00007.jpg
https://timesofmalta.com/articles/view/why-treated-like-cockroaches-gzira-residents-decry-stalled-roadworks.1049452,Why are we treated like cockroaches? Gżira residents decry stalled roadworks,Daniel Ellul,14-Aug-2023,"National,Gżira,Roads,Infrastructure,Civil society","img00008.jpg,img00009.jpg,img00010.jpg,img00011.jpg"
https://timesofmalta.com/articles/view/watch-etna-eruption-forces-catania-airport-closure-air-malta.1049449,"Watch: Etna eruption forces Catania airport closure, Air Malta flights cancelled","Times of Malta, AFP",14-Aug-2023,"World,National,Italy,Weather,Environment",img00012.jpg
https://timesofmalta.com/articles/view/two-years-prison-man-robbed-cab-driver-knifepoint.1049419,Two years in prison for man who robbed cab driver at knifepoint,Edwina Brincat,14-Aug-2023,"National,Court,Crime",img00013.jpeg
https://timesofmalta.com/articles/view/ghaxaq-fireworks-factory-vies-light-sky-two-national-records.1049407,Għaxaq fireworks factory vies to light up the sky with two national records,Daniel Ellul,14-Aug-2023,"National,Community,Għaxaq,Culture,Art","img00014.jpg,img00015.jpg,img00016.jpg,img00017.jpeg"
https://timesofmalta.com/articles/view/jordan-azzopardi-spared-girlfriend-drops-domestic-violence-charges.1049410,Jordan Azzopardi spared as girlfriend drops domestic violence charges,Times of Malta,14-Aug-2023,"National,Court,Domestic Violence",img00018.jpg
https://timesofmalta.com/articles/view/motorcyclist-grievously-injured-gudja-crash.1049401,Motorcyclist grievously injured in Gudja crash,Times of Malta,14-Aug-2023,"National,Accident,Gudja",img00019.jpg
https://timesofmalta.com/articles/view/host-condemns-bullying-contestants-ridiculed-birgubomb-howler.1049392,Host condemns ‘bullying’ against contestants ridiculed for ‘Birgu-bomb' howler,Giulia Magri,14-Aug-2023,"National,Social media,Vittoriosa,TV,Odd",img00020.jpg
https://timesofmalta.com/articles/view/watch-32-loggerhead-turtles-hatch-gozo.1049362,Watch: 32 loggerhead turtles hatch in Gozo,Times of Malta,14-Aug-2023,"National,Gozo,Environment",img00021.jpeg
https://timesofmalta.com/articles/view/santa-marija-expected-make-slow-start-gozo-tourism.1049293,Santa Marija expected to make up for ‘slow’ start to Gozo tourism,James Cummings,14-Aug-2023,"National,Gozo,Tourism",img00022.jpeg
https://timesofmalta.com/articles/view/qala-council-backs-call-hondoq-expropriated-turned-park-pn.1049383,"Qala council backs call for Ħondoq to be expropriated, turned into park - PN",Times of Malta,14-Aug-2023,"National,Gozo","img00023.jpeg,img00024.jpeg"
https://timesofmalta.com/articles/view/environment-ngo-files-formal-objection-birkirkara-hotel-project.1049374,Environment NGO files formal objection to Birkirkara hotel project,Times of Malta,14-Aug-2023,"National,Environment,Birkirkara",img00025.jpg
https://timesofmalta.com/articles/view/summer-carnival-take-place-bugibba-birzebbuga-marsascala.1049350,"Summer Carnival to take place in Buġibba, Birżebbuġa and Marsascala",Giulia Magri,14-Aug-2023,"National,Carnival,Events,Birżebbuġa,Buġibba","img00026.jpg,img00027.jpeg,img00028.jpg"
https://timesofmalta.com/articles/view/woman-drowns-st-paul-bay.1049353,"Woman, 70, drowns in St Paul's Bay",Times of Malta,14 August 2023,"National,St Paul’s Bay,Police","img00029.jpg,img00030.jpg"
https://timesofmalta.com/articles/view/cocaine-worth-13m-hidden-container-ta-qali-court-told.1049344,"Cocaine worth €1.3m was hidden in a container at Ta' Qali, court told",Edwina Brincat,14 August 2023,"National,Court",img00031.jpg
https://timesofmalta.com/articles/view/meet-malta-oldest-football-team-my-cardiologist-told-keep-going.1049080,Meet Malta's 'oldest' football team: 'My cardiologist told me to keep going',Daniel Tihn,14 August 2023,"National,Community,Football,Interview","img00032.jpg,img00033.png,img00034.jpg,img00035.jpg,img00036.jpg,img00037.jpg,img00038.jpg,img00039.jpg,img00040.jpg"
https://timesofmalta.com/articles/view/quadbike-overturns-regional-road-sta-venera.1049323,"Quadbike overturns on the Regional Road, Sta Venera",Times of Malta,14 August 2023,"National,Traffic",img00041.jpg
https://timesofmalta.com/articles/view/today-front-pages-august-14-2023.1049320,"Today's front pages - August 14, 2023",Times of Malta,14 August 2023,"National,Media",img00042.jpg
https://timesofmalta.com/articles/view/over-2000-pending-court-cases-domestic-violence.1049287,"Over 2,000 pending court cases of domestic violence",Matthew Xuereb,14 August 2023,"National,Court,Domestic Violence",img00043.jpeg
https://timesofmalta.com/articles/view/council-maltese-language-head-know-plans-new-entity.1049227,Council of the Maltese Language head did not know of plans for new entity,Giulia Magri,14 August 2023,"National,Government,Maltese,Media",img00044.jpg
https://timesofmalta.com/articles/view/catania-comiso-airports-closed-mt-etna-erupts.1049317,"Catania airport closure extended, road traffic limited because of volcanic ash",Times of Malta,14 August 2023,"National,Environment,Italy,Travel",img00045.jpg
https://timesofmalta.com/articles/view/prompt-action-stops-arrested-man-seriously-harming.1049284,Prompt action stops arrested man from seriously harming himself,Times of Malta,13 August 2023,"National,Police",img00046.jpg
https://timesofmalta.com/articles/view/flight-edinburgh-returns-malta-medical-emergency.1049272,Flight to Edinburgh returns to Malta after medical emergency,Times of Malta,13 August 2023,"National,Aviation",img00047.jpg
https://timesofmalta.com/articles/view/cocaine-worth-13m-seized-police-arrest-three-men.1049266,Cocaine worth €1.3m seized as police arrest three men,Times of Malta,13 August 2023,"National,Crime,St Paul’s Bay,Qormi",img00048.jpg
https://timesofmalta.com/articles/view/woman-forgives-partner-first-domestic-incident-eightyear-relationship.1049254,Woman forgives partner over domestic incident,Matthew Xuereb,13 August 2023,"National,Court",img00049.jpeg
https://timesofmalta.com/articles/view/grech-criticizing-pa-applications-vote-no-confidence-institution.1049236,Grech: Criticizing PA applications is a vote of no confidence in the institution,Jessica Arena,13 August 2023,"National,PN,Bernard Grech,Planning Authority",img00050.jpeg
https://timesofmalta.com/articles/view/specialised-commercial-court-pipeline.1048729,Specialised commercial court in the pipeline,Matthew Xuereb,13 August 2023,"National,Court",img00051.jpg
https://timesofmalta.com/articles/view/welcome-hamrun-festa-probably-biggest-march-malta.1049125,Welcome to the Ħamrun festa: 'probably the biggest march in Malta',Daniel Ellul,13 August 2023,"National,Community,Tradition,Ħamrun","img00052.jpg,img00053.jpg,img00054.jpg,img00055.jpg,img00056.png"
https://timesofmalta.com/articles/view/today-front-pages-august-13-2023.1049194,"Today's front pages - August 13, 2023",Times of Malta,13 August 2023,"National,Media",img00057.jpeg
https://timesofmalta.com/articles/view/rizzo-naudi-inquiry-flags-seriously-concerning-lack-hospital-staff.1049146,Rizzo Naudi inquiry flags 'seriously concerning' lack of hospital staff,Claudia Calleja,13 August 2023,"National,Health",img00058.jpg
https://timesofmalta.com/articles/view/frustrated-residents-assured-prominent-gzira-road-completed-october.1049503,Frustrated residents assured prominent Gżira road will be completed by October,Daniel Ellul,14-Aug-2023,"National,Gżira,Infrastructure,Roads","img00059.jpeg,img00060.jpeg,img00061.jpeg"
https://timesofmalta.com/articles/view/fire-destroys-mini-bus-mellieha-bypass.1049497,Fire destroys mini bus on the Mellieħa by-pass,Times of Malta,15-Aug-2023,"National,Mellieħa,Traffic","img00062.jpg,img00063.jpeg"
https://timesofmalta.com/articles/view/today-front-pages-august-15-2023.1049467,"Today's front pages - August 15, 2023",Times of Malta,15-Aug-2023,"National,Media",img00064.jpeg
https://timesofmalta.com/articles/view/catania-airport-reopens-passengers-fume-airline-treatment.1049464,Catania airport reopens as passengers fume over airline's treatment,Times of Malta,15-Aug-2023,"National,Travel,Air Malta",img00065.jpg
https://timesofmalta.com/articles/view/river-love-founder-seeks-extend-ghaxaq-worship-venue.1049413,River of Love founder seeks to extend Għaxaq worship venue,Matthew Xuereb,15-Aug-2023,"National,Construction,Religion",img00066.jpg
https://timesofmalta.com/articles/view/why-treated-like-cockroaches-gzira-residents-decry-stalled-roadworks.1049452,Why are we treated like cockroaches? Gżira residents decry stalled roadworks,Daniel Ellul,14-Aug-2023,"National,Gżira,Roads,Infrastructure,Civil society","img00067.jpg,img00068.jpg,img00069.jpg,img00070.jpg"
https://timesofmalta.com/articles/view/watch-etna-eruption-forces-catania-airport-closure-air-malta.1049449,"Watch: Etna eruption forces Catania airport closure, Air Malta flights cancelled","Times of Malta, AFP",14-Aug-2023,"World,National,Italy,Weather,Environment",img00071.jpg
https://timesofmalta.com/articles/view/two-years-prison-man-robbed-cab-driver-knifepoint.1049419,Two years in prison for man who robbed cab driver at knifepoint,Edwina Brincat,14-Aug-2023,"National,Court,Crime",img00072.jpeg
https://timesofmalta.com/articles/view/ghaxaq-fireworks-factory-vies-light-sky-two-national-records.1049407,Għaxaq fireworks factory vies to light up the sky with two national records,Daniel Ellul,14-Aug-2023,"National,Community,Għaxaq,Culture,Art","img00073.jpg,img00074.jpg,img00075.jpg,img00076.jpeg"
https://timesofmalta.com/articles/view/jordan-azzopardi-spared-girlfriend-drops-domestic-violence-charges.1049410,Jordan Azzopardi spared as girlfriend drops domestic violence charges,Times of Malta,14-Aug-2023,"National,Court,Domestic Violence",img00077.jpg
https://timesofmalta.com/articles/view/motorcyclist-grievously-injured-gudja-crash.1049401,Motorcyclist grievously injured in Gudja crash,Times of Malta,14-Aug-2023,"National,Accident,Gudja",img00078.jpg
https://timesofmalta.com/articles/view/host-condemns-bullying-contestants-ridiculed-birgubomb-howler.1049392,Host condemns ‘bullying’ against contestants ridiculed for ‘Birgu-bomb' howler,Giulia Magri,14-Aug-2023,"National,Social media,Vittoriosa,TV,Odd",img00079.jpg
https://timesofmalta.com/articles/view/watch-32-loggerhead-turtles-hatch-gozo.1049362,Watch: 32 loggerhead turtles hatch in Gozo,Times of Malta,14-Aug-2023,"National,Gozo,Environment",img00080.jpeg
https://timesofmalta.com/articles/view/santa-marija-expected-make-slow-start-gozo-tourism.1049293,Santa Marija expected to make up for ‘slow’ start to Gozo tourism,James Cummings,14-Aug-2023,"National,Gozo,Tourism",img00081.jpeg
https://timesofmalta.com/articles/view/qala-council-backs-call-hondoq-expropriated-turned-park-pn.1049383,"Qala council backs call for Ħondoq to be expropriated, turned into park - PN",Times of Malta,14-Aug-2023,"National,Gozo","img00082.jpeg,img00083.jpeg"
https://timesofmalta.com/articles/view/environment-ngo-files-formal-objection-birkirkara-hotel-project.1049374,Environment NGO files formal objection to Birkirkara hotel project,Times of Malta,14-Aug-2023,"National,Environment,Birkirkara",img00084.jpg
https://timesofmalta.com/articles/view/summer-carnival-take-place-bugibba-birzebbuga-marsascala.1049350,"Summer Carnival to take place in Buġibba, Birżebbuġa and Marsascala",Giulia Magri,14-Aug-2023,"National,Carnival,Events,Birżebbuġa,Buġibba","img00085.jpg,img00086.jpeg,img00087.jpg"
https://timesofmalta.com/articles/view/heritage-malta-sees-visitor-numbers-rise-precovid-levels.1049065,Heritage Malta sees visitor numbers rise above pre-COVID levels,Times of Malta,12 August 2023,"National,Heritage,Culture",img00088.jpg
https://timesofmalta.com/articles/view/history-wartime-brawls-disturbances-involving-servicemen.1047820,History: Wartime brawls and disturbances involving servicemen,Jeffrey Sammut,12 August 2023,"National,History,War","img00089.jpg,img00090.jpg,img00091.jpg,img00092.jpg,img00093.jpg"
https://timesofmalta.com/articles/view/widow-soldier-killed-year-ago-still-no-inquiry-answers.1049017,"One year after Christian Degabriele was killed, his wife still has no answers",Claudia Calleja,12 August 2023,"National,Accident,Buġibba,Justice",img00094.jpg
https://timesofmalta.com/articles/view/today-front-pages-august-12-2023.1049047,"Today's front pages - August 12, 2023",Times of Malta,12 August 2023,"National,Media",img00095.jpg
https://timesofmalta.com/articles/view/steward-relocates-portomaso-government-in-full-control-hospitals.1048975,"Steward relocates to Portomaso, as government ‘in full control’ of hospitals",Jacob Borg,12 August 2023,"National,Hospitals deal,Rule of Law",img00096.png
https://timesofmalta.com/articles/view/bca-course-double-number-construction-inspections.1049020,BCA on course to double number of construction site inspections,Daniel Ellul,12 August 2023,"National,Construction,BCA",img00097.jpg
https://timesofmalta.com/articles/view/majority-nurses-midwives-vote-approval-new-sectoral-agreement.1049029,Nurses agree to new deal in MUMN vote,Times of Malta,11 August 2023,"National,Health,Unions",img00098.jpeg
https://timesofmalta.com/articles/view/malta-graduates-great-job-prospects-eu-data-suggests.1049002,"Malta's graduates have great job prospects, EU data suggests",James Cummings,11 August 2023,"National,Statistics,Employment,Education",img00099.jpg
https://timesofmalta.com/articles/view/furniture-seller-charged-fraud-customers-filed-police-reports.1048993,Furniture seller charged with fraud after customers filed police reports,Edwina Brincat,11 August 2023,"National,Court,Business",img00100.jpeg
https://timesofmalta.com/articles/view/have-seen-man.1048984,Have you seen this man?,Times of Malta,11 August 2023,"National,Community,Police",img00101.jpg
https://timesofmalta.com/articles/view/teens-admit-assaulting-mugging-food-courier.1048972,He brought them food. They hit him with a hammer and took his bike,Edwina Brincat,11 August 2023,"National,Court,Crime,Police",img00102.jpg
https://timesofmalta.com/articles/view/europride-event-organisers-stand-netta-invitation.1048570,EuroPride event organisers stand by Netta invitation,Giulia Magri,11 August 2023,"National,LGBTIQ,Israel,Music",img00103.jpg
https://timesofmalta.com/articles/view/norma-saliba-appointed-ceo-new-state-agency-focused-maltese-language.1048927,Norma Saliba gets new job as head of newly-created agency,Times of Malta,11 August 2023,"National,Government,Maltese,Media",img00104.jpeg
https://timesofmalta.com/articles/view/30-people-found-residence-permits-police-patrols-st-paul-bay.1048885,30 people found without residence permits during police patrols in St Paul's Bay,Times of Malta,11 August 2023,"National,Police,Migration,St Paul’s Bay","img00105.jpg,img00106.jpg"
https://timesofmalta.com/articles/view/pa-turns-application-that-ruin-fgura-distinctive-streetscape.1048831,PA turns down application 'that would ruin Fgura distinctive streetscape',Times of Malta,11 August 2023,"National,Planning Authority,Fgura","img00107.jpg,img00108.jpg"
https://timesofmalta.com/articles/view/july-becomes-airport-busiest-month-since-2019-breaks-monthly-record.1048825,"July becomes airport's busiest month since 2019, breaks monthly record",Times of Malta,11 August 2023,"National,Travel,Tourism,Statistics",img00109.jpg
https://timesofmalta.com/articles/view/sliema-ursuline-creche-childcare-centre.1048807,Sliema’s Ursuline crèche may become childcare centre,Matthew Xuereb,11 August 2023,"National,Sliema,Children,Planning Authority","img00110.jpg,img00111.jpg"
https://timesofmalta.com/articles/view/history-wartime-brawls-disturbances-involving-servicemen.1047820,History: Wartime brawls and disturbances involving servicemen,Jeffrey Sammut,12 August 2023,"National,History,War","img00112.jpg,img00113.jpg,img00114.jpg,img00115.jpg,img00116.jpg"
https://timesofmalta.com/articles/view/widow-soldier-killed-year-ago-still-no-inquiry-answers.1049017,"One year after Christian Degabriele was killed, his wife still has no answers",Claudia Calleja,12 August 2023,"National,Accident,Buġibba,Justice",img00117.jpg
https://timesofmalta.com/articles/view/today-front-pages-august-12-2023.1049047,"Today's front pages - August 12, 2023",Times of Malta,12 August 2023,"National,Media",img00118.jpg
https://timesofmalta.com/articles/view/steward-relocates-portomaso-government-in-full-control-hospitals.1048975,"Steward relocates to Portomaso, as government ‘in full control’ of hospitals",Jacob Borg,12 August 2023,"National,Hospitals deal,Rule of Law",img00119.png
https://timesofmalta.com/articles/view/bca-course-double-number-construction-inspections.1049020,BCA on course to double number of construction site inspections,Daniel Ellul,12 August 2023,"National,Construction,BCA",img00120.jpg
https://timesofmalta.com/articles/view/majority-nurses-midwives-vote-approval-new-sectoral-agreement.1049029,Nurses agree to new deal in MUMN vote,Times of Malta,11 August 2023,"National,Health,Unions",img00121.jpeg
https://timesofmalta.com/articles/view/malta-graduates-great-job-prospects-eu-data-suggests.1049002,"Malta's graduates have great job prospects, EU data suggests",James Cummings,11 August 2023,"National,Statistics,Employment,Education",img00122.jpg
https://timesofmalta.com/articles/view/furniture-seller-charged-fraud-customers-filed-police-reports.1048993,Furniture seller charged with fraud after customers filed police reports,Edwina Brincat,11 August 2023,"National,Court,Business",img00123.jpeg
https://timesofmalta.com/articles/view/have-seen-man.1048984,Have you seen this man?,Times of Malta,11 August 2023,"National,Community,Police",img00124.jpg
https://timesofmalta.com/articles/view/teens-admit-assaulting-mugging-food-courier.1048972,He brought them food. They hit him with a hammer and took his bike,Edwina Brincat,11 August 2023,"National,Court,Crime,Police",img00125.jpg
https://timesofmalta.com/articles/view/europride-event-organisers-stand-netta-invitation.1048570,EuroPride event organisers stand by Netta invitation,Giulia Magri,11 August 2023,"National,LGBTIQ,Israel,Music",img00126.jpg
https://timesofmalta.com/articles/view/norma-saliba-appointed-ceo-new-state-agency-focused-maltese-language.1048927,Norma Saliba gets new job as head of newly-created agency,Times of Malta,11 August 2023,"National,Government,Maltese,Media",img00127.jpeg
https://timesofmalta.com/articles/view/30-people-found-residence-permits-police-patrols-st-paul-bay.1048885,30 people found without residence permits during police patrols in St Paul's Bay,Times of Malta,11 August 2023,"National,Police,Migration,St Paul’s Bay","img00128.jpg,img00129.jpg"
https://timesofmalta.com/articles/view/pa-turns-application-that-ruin-fgura-distinctive-streetscape.1048831,PA turns down application 'that would ruin Fgura distinctive streetscape',Times of Malta,11 August 2023,"National,Planning Authority,Fgura","img00130.jpg,img00131.jpg"
https://timesofmalta.com/articles/view/july-becomes-airport-busiest-month-since-2019-breaks-monthly-record.1048825,"July becomes airport's busiest month since 2019, breaks monthly record",Times of Malta,11 August 2023,"National,Travel,Tourism,Statistics",img00132.jpg
https://timesofmalta.com/articles/view/sliema-ursuline-creche-childcare-centre.1048807,Sliema’s Ursuline crèche may become childcare centre,Matthew Xuereb,11 August 2023,"National,Sliema,Children,Planning Authority","img00133.jpg,img00134.jpg"
https://timesofmalta.com/articles/view/airport-plans-new-3d-scanners-get-rid-liquids-rule.1048012,Airport plans new 3D scanners to get rid of liquids rule,Giulia Magri,11 August 2023,"National,Travel,Tech,Tourism",img00135.jpg
https://timesofmalta.com/articles/view/urgent-call-o-blood-cancer-patients-receive-blood-time.1048810,"Urgent call for O+ blood, cancer patients might not receive blood in time",Times of Malta,11 August 2023,"National,Health",img00136.jpg
https://timesofmalta.com/articles/view/birzebbuga-bathing-site-closed-sewage-outflow.1048801,Birżebbuġa bathing site closed because of sewage outflow,Times of Malta,11 August 2023,"National,Birżebbuġa,Health,Environment","img00137.jpg,img00138.jpg"
https://timesofmalta.com/articles/view/today-front-pages-august-11-2023.1048777,"Today's front pages – August 11, 2023",Times of Malta,11 August 2023,"National,Media,PN,Court,Construction",img00139.jpg
https://timesofmalta.com/articles/view/landfill-fees-double-waste-disposal-costs-st-vincent-de-paul.1048738,Landfill fees almost double waste disposal costs at St Vincent de Paul,Matthew Xuereb,11 August 2023,"National,Waste,Elderly,Government,Education",img00140.jpg
https://timesofmalta.com/articles/view/cannabis-regulator-grants-first-two-inprinciple-licences.1048750,Cannabis regulator grants first two ‘in-principle’ licences,James Cummings,11 August 2023,"National,Cannabis,Legislation",img00141.jpg
https://timesofmalta.com/articles/view/bishop-darmanin-died-heart-attack-his-sister-died-heartache.1048576,Bishop Darmanin died of a heart attack. His sister died of heartache,Giulia Magri,11 August 2023,"National,Community,Church,Social and personal","img00142.jpg,img00143.jpg"
https://timesofmalta.com/articles/view/standards-commissioner-discontinue-investigation-gozo-minister.1048771,Standards Commissioner to discontinue investigation into Gozo minister,Times of Malta,10 August 2023,"National,Politics,Comino",img00144.jpg
https://timesofmalta.com/articles/view/woman-trapped-car-forklift-collide.1048762,"Woman trapped as car, forklift collide in Mqabba - girl, 3, injured in Żabbar",Jessica Arena,10 August 2023,"National,Mqabba,Traffic",img00145.jpeg
https://timesofmalta.com/articles/view/burglar-targets-wrong-victim-ends-badlybitten-nose.1048723,"Burglar targets wrong victim, ends up with badly-bitten nose",Matthew Xuereb,10 August 2023,"National,Court,Gozo",img00146.jpeg
https://timesofmalta.com/articles/view/new-tm-enforcement-head-already-chosen-despite-internal-call-pn-says.1048717,"New TM enforcement head 'already chosen' despite internal call, PN says",Daniel Ellul,10 August 2023,"National,Transport,PN",img00147.jpg
https://timesofmalta.com/articles/view/man-cries-admits-sexual-harassment-charges-court.1048720,Man cries as he admits sexual harassment charges in court,Edwina Brincat,10 August 2023,"National,Court",img00148.jpeg
https://timesofmalta.com/articles/view/july-hottest-month-record-met-office.1048711,July was the hottest month on record - Met Office,Times of Malta,10 August 2023,"National,Weather",img00149.jpg
https://timesofmalta.com/articles/view/man-ends-court-helping-friend-assaulted.1048708,Man ends up in court after helping friend who was being assaulted,Edwina Brincat,10 August 2023,"National,Court,Tarxien",img00150.jpeg
https://timesofmalta.com/articles/view/man-pleads-guilty-possession-cocaine-cannabis.1048690,Man pleads not guilty to being in possession of cocaine and cannabis,Edwina Brincat,10 August 2023,"National,Court",img00151.jpg
https://timesofmalta.com/articles/view/mark-camilleri-claims-court-order-breached-fundamental-rights.1048687,Mark Camilleri claims court order breached his fundamental rights,Edwina Brincat,10 August 2023,"National,Court",img00152.jpg
https://timesofmalta.com/articles/view/pn-independence-day-theme-a-better-life-country.1048681,PN Independence Day theme - A better life in our country,Times of Malta,10 August 2023,"National,PN,Events",img00153.jpg
https://timesofmalta.com/articles/view/small-stones-muesli-force-recall.1048663,Small stones in muesli force recall,Times of Malta,10 August 2023,"National,Food and drink,Health",img00154.png
https://timesofmalta.com/articles/view/birkirkara-valley-road-remain-open-630pm-festa-weekdays-band-club.1048660,Birkirkara Valley Road to remain open until 6.30pm on festa weekdays - band club,Daniel Tihn,10 August 2023,"National,Birkirkara,Religion,Events",img00155.jpg
https://timesofmalta.com/articles/view/wasteserv-project-manager-head-new-transport-malta-unit.1048651,Wasteserv project manager to head new Transport Malta unit,James Cummings,10 August 2023,"National,Transport,Infrastructure,Roads",img00156.jpg
https://timesofmalta.com/articles/view/planning-laws-amended-ensure-hondoq-irrummien-developed.1048654,Planning laws to be amended to ensure Ħondoq ir-Rummien will not be developed,Times of Malta,10 August 2023,"National,Gozo,Qala,Planning Authority,Construction","img00157.jpeg,img00158.jpeg"
https://timesofmalta.com/articles/view/alex-agius-saliba-asks-mccaa-investigate-unjust-contractual-clauses.1048645,Alex Agius Saliba asks MCCAA to investigate unjust contractual clauses,Times of Malta,10 August 2023,"National,Telecoms",img00159.jpeg
https://timesofmalta.com/articles/view/live-blog-jean-paul-sofia-public-inquiry-begins.1048621,Jean Paul Sofia's mother demands answers as first witness in public inquiry,"Edwina Brincat, Diana Cacciottolo",10 August 2023,"National,Construction,Sofia public inquiry","img00160.jpeg,img00161.png"
https://timesofmalta.com/articles/view/chris-bonett-says-arrogant-politicians-comment-boss.1048375,Chris Bonett says his 'arrogant politicians' comment was not about his boss,Daniel Ellul,10 August 2023,"National,Politics,PL",img00162.jpg
https://timesofmalta.com/articles/view/factcheck-are-olevel-results-getting-worse.1048564,Fact-check: Are O-level results getting worse?,Neville Borg,10 August 2023,"National,Fact-check,Education","img00163.jpg,img00164.png"
https://timesofmalta.com/articles/view/today-front-pages-august-10-2023.1048609,"Today's front pages - August 10, 2023",Times of Malta,10 August 2023,"National,Media",img00165.jpg
https://timesofmalta.com/articles/view/fired-job-abroad-unable-return-malta.1048585,"Fired from job while abroad, unable to return to Malta",Daniel Ellul,10 August 2023,"National,Migration",img00166.jpeg
https://timesofmalta.com/articles/view/court-lets-off-cannabis-user-15-years-caught.1048582,"Court lets off cannabis user, 15 years after he was caught",Matthew Xuereb,9 August 2023,"National,Court,Cannabis",img00167.jpg
https://timesofmalta.com/articles/view/marsascala-monument-recall-troopship-sinking-105-years-ago-thursday.1048552,Marsascala monument to recall troop ship's sinking 105 years ago on Thursday,Times of Malta,9 August 2023,"National,Marsascala,History","img00168.jpg,img00169.jpg"
https://timesofmalta.com/articles/view/malta-get-museum-literature-valletta.1048009,Malta to get a museum of literature in Valletta,Fiona Galea Debono,9 August 2023,"National,Heritage,Architecture,Valletta,Books","img00170.jpg,img00171.jpg,img00172.jpg,img00173.jpg,img00174.jpg,img00175.jpg,img00176.jpg"
https://timesofmalta.com/articles/view/man-found-possession-30-packets-cocaine-cannabis-st-julian.1048513,"Man found in possession of 30 packets of cocaine, cannabis in St Julian's",Times of Malta,9 August 2023,"National,Police,St Julian’s,Drugs",img00177.jpeg
https://timesofmalta.com/articles/view/final-property-sales-drop-fifth-july.1048462,Residential property sales drop by a fifth in July,Times of Malta,9 August 2023,"National,Properties,Economy,Statistics",img00178.jpeg
https://timesofmalta.com/articles/view/maltese-uk-face-passport-renewal-delays.1048495,Maltese in UK face passport renewal delays,James Cummings,9 August 2023,"National,UK,Travel,Government,Diplomacy",img00179.jpg
