URL,Article Name,Author,Date,Categories,Images
https://timesofmalta.com/articles/view/malta-women-suffer-heartbreak-fiba-u16-european-championships.1045285,Malta women suffer heartbreak in FIBA U16 European Championships,Kurt Aquilina,22-Jul-2023,"Sport,Basketball",img00000.jpg
https://timesofmalta.com/articles/view/vingegaard-virtually-assures-backtoback-tour-de-france-triumphs.1045276,Vingegaard virtually assures back-to-back Tour de France triumphs,AFP,22-Jul-2023,"Sport,Cycling",img00001.jpg
https://timesofmalta.com/articles/view/hamilton-claims-pole-position-hungarian-grand-prix.1045261,Hamilton claims pole position at Hungarian Grand Prix,AFP,22-Jul-2023,"Sport,Formula 1",img00002.jpg
https://timesofmalta.com/articles/view/exworld-cup-winner-umtiti-signs-lille.1045240,Ex-World Cup winner Umtiti signs for Lille,AFP,22-Jul-2023,"Sport,Football,Ligue 1",img00003.jpg
https://timesofmalta.com/articles/view/denmark-stun-china-90th-minute-winning-world-cup-return.1045237,Denmark stun China in 90th minute for winning World Cup return,AFP,22-Jul-2023,"Sport,Football",img00004.jpg
https://timesofmalta.com/articles/view/mbappe-omission-psg-tour-fuels-speculation-madrid-move.1045210,Mbappe’s omission from PSG’s tour fuels speculation of Madrid move,AFP,22-Jul-2023,"Sport,Football,Ligue 1",img00005.jpg
https://timesofmalta.com/articles/view/stanway-penalty-gives-england-scrappy-win-haiti-world-cup-opener.1045207,Stanway penalty gives England scrappy win over Haiti in World Cup opener,AFP,22-Jul-2023,"Sport,Football",img00006.jpg
https://timesofmalta.com/articles/view/kurt-cassar-moves-serie-b-side-npc-rieti.1045195,Kurt Cassar moves to Serie B side NPC Rieti,Kurt Aquilina,22-Jul-2023,"Sport,Basketball",img00007.jpg
https://timesofmalta.com/articles/view/japan-hammer-zambia-50-women-world-cup-lesson.1045174,Japan hammer Zambia 5-0 in Women's World Cup lesson,AFP,22-Jul-2023,"Sport,Football,World Cup",img00008.jpg
https://timesofmalta.com/articles/view/red-bull-chief-rejects-hamilton-claims-cost-cap-breaches.1045126,Red Bull chief rejects Hamilton claims about cost cap breaches,AFP,22-Jul-2023,"Sport,Formula 1",img00009.jpg
https://timesofmalta.com/articles/view/abdilla-hails-extraordinary-team-euro-qualification.1045129,Abdilla hails extraordinary team after Euro qualification,Valhmor Camilleri,22-Jul-2023,"Sport,Football,Conference League",img00010.jpg
https://timesofmalta.com/articles/view/psg-drop-mbappe-squad-asian-tour.1045132,PSG drop Mbappe from squad for Asian tour,AFP,22-Jul-2023,"Sport,Football,Ligue 1",img00011.jpg
https://timesofmalta.com/articles/view/smith-scores-twice-holders-us-ease-30-win-world-cup-opener.1045147,Smith scores twice as holders US ease to 3-0 win in World Cup opener,AFP,22-Jul-2023,"Sport,Football,World Cup",img00012.jpg
https://timesofmalta.com/articles/view/watch-messi-makes-magical-start-miami-career-late-winner-debut.1045141,Watch: Messi makes magical start to Miami career with late winner on debut,AFP,22-Jul-2023,"Sport,Football,World,USA",img00013.jpg
https://timesofmalta.com/articles/view/malta-u16-suffer-defeat-andorra-fiba-european-championships.1045039,Malta U-16 suffer defeat against Andorra in FIBA European Championships,Kurt Aquilina,21 July 2023,"Sport,Basketball",img00014.jpg
https://timesofmalta.com/articles/view/russell-top-perez-crash-rainhit-hungary-gp-session.1045027,Russell on top after Perez crash in rain-hit Hungary GP session,AFP,21 July 2023,"Sport,Formula 1",img00015.jpg
https://timesofmalta.com/articles/view/alcaraz-finding-tough-believe-wimbledon-champion.1045021,Alcaraz finding it ‘tough to believe’ he’s Wimbledon champion,AFP,21 July 2023,"Sport,Tennis",img00016.jpg
https://timesofmalta.com/articles/view/burnley-sign-former-southampton-winger-redmond.1044985,Burnley sign former Southampton winger Redmond,AFP,21 July 2023,"Sport,Football",img00017.jpg
https://timesofmalta.com/articles/view/hamilton-sorry-sacked-de-vries.1044889,Hamilton sorry for sacked De Vries,AFP,21 July 2023,"Sport,Formula 1",img00018.jpg
